pnr,train_number,train_name,train_type,priority,origin_code,origin_name,dest_code,dest_name,route_len_stations,route_station_codes,route_block_ids,route_block_distances_km,total_distance_km,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,dep_delay_min,arr_delay_min,current_location,distance_remaining_km,estimated_avg_speed_kmph,occupied_blocks,origin_platforms,dest_platforms,origin_tracks,dest_tracks,origin_electrified,dest_electrified,loco_type,max_permissible_speed_kmph,headway_min,rake_id,crew_id,maintenance_due,reservation_load_pct,coach_composition,estimated_total_seats,status,canceled,generated_timestamp
3901887571,73471,Freight 73471,Freight,5,BPL,Bhopal Junction,TVC,Trivandrum Central,10,BPL|BCT|HYB|VSKP|KYN|HWH|PRYJ|ASR|JP|TVC,BPL_BCT_6240;BCT_HYB_9360;HYB_VSKP_2051;VSKP_KYN_8061;KYN_HWH_8666;HWH_PRYJ_3425;PRYJ_ASR_5838;ASR_JP_918;JP_TVC_4878,138;230;130;66;200;70;278;108;130,1350,2025-09-30 16:54,2025-10-01 12:11,2025-09-30 17:14,2025-10-01 12:38,20,27,HYB,439,67,BPL_BCT_6240|ASR_JP_918|HWH_PRYJ_3425,5,11,2,5,False,True,Diesel,159,3,RAKE_3724,CRW_29762,False,39.0,"{'SL': 8, '2S': 6}",1224,Running,False,2025-09-08 18:05:31
5397848504,95580,Vande Bharat Express 95580,Vande Bharat Express,3,MFP,Mangalore,MDU,Madurai,5,MFP|CNB|BCT|HWH|MDU,MFP_CNB_4667;CNB_BCT_3227;BCT_HWH_7373;HWH_MDU_9673,203;190;98;115,606,2025-09-30 12:27,2025-09-30 19:04,2025-09-30 12:34,2025-09-30 19:19,7,15,between_CNB_BCT_3227,543,105,CNB_BCT_3227|HWH_MDU_9673|MFP_CNB_4667,8,3,8,5,False,True,Diesel,104,8,RAKE_4973,CRW_41008,False,25.4,"{'CC': 10, 'EC': 2}",624,Cancelled,False,2025-09-15 18:05:31
8918820727,38995,Passenger 38995,Passenger,3,MFP,Mangalore,KYN,Kalyan,11,MFP|CNB|MDU|MAS|NDLS|PRYJ|CBE|HWH|BCT|NGP|KYN,MFP_CNB_6764;CNB_MDU_1724;MDU_MAS_2257;MAS_NDLS_7861;NDLS_PRYJ_3871;PRYJ_CBE_3840;CBE_HWH_7083;HWH_BCT_2682;BCT_NGP_9466;NGP_KYN_6017,50;252;58;76;84;255;96;198;139;159,1367,2025-09-30 01:20,2025-09-30 22:51,2025-09-30 01:41,2025-09-30 23:47,21,56,between_PRYJ_CBE_3840,1324,125,NGP_KYN_6017|BCT_NGP_9466,5,3,5,7,True,True,Electric,147,4,RAKE_4352,CRW_91853,True,42.1,"{'3A': 8, 'SL': 10, '2A': 2}",624,At Station,True,2025-09-10 18:05:31
2631892656,17779,Passenger 17779,Passenger,2,SBC,Bengaluru,MFP,Mangalore,7,SBC|BBS|CNB|HYB|BCT|LKO|MFP,SBC_BBS_4873;BBS_CNB_4944;CNB_HYB_6820;HYB_BCT_932;BCT_LKO_5662;LKO_MFP_2372,154;168;150;220;285;232,1209,2025-09-30 17:24,2025-10-01 09:33,2025-09-30 17:35,2025-10-01 10:07,11,34,between_CNB_HYB_6820,553,88,BCT_LKO_5662,1,5,2,6,False,False,Electric,159,4,RAKE_1052,CRW_56657,False,34.3,"{'3A': 6, 'SL': 12}",816,Running,False,2025-09-09 18:05:31
6226253474,84291,Rajdhani Express 84291,Rajdhani Express,5,TVC,Trivandrum Central,HWH,Howrah,8,TVC|NZM|SUR|KYN|BBS|BCT|PURI|HWH,TVC_NZM_7725;NZM_SUR_7962;SUR_KYN_3822;KYN_BBS_7204;BBS_BCT_7548;BCT_PURI_2052;PURI_HWH_6406,236;247;242;283;111;206;240,1565,2025-09-30 08:49,2025-10-01 04:44,2025-09-30 09:04,2025-10-01 05:01,15,17,between_BCT_PURI_2052,109,127,NZM_SUR_7962|SUR_KYN_3822|TVC_NZM_7725|BCT_PURI_2052,2,4,2,5,False,False,Diesel,135,5,RAKE_4108,CRW_33250,True,93.0,"{'CC': 8, 'EC': 1}",816,Cancelled,False,2025-09-11 18:05:31
4809949221,34379,Tejas Express 34379,Tejas Express,1,CBE,Coimbatore,ASR,Amritsar,9,CBE|JP|PURI|HYB|VSKP|HWH|CNB|MAS|ASR,CBE_JP_7748;JP_PURI_2819;PURI_HYB_1768;HYB_VSKP_5383;VSKP_HWH_1027;HWH_CNB_4049;CNB_MAS_3921;MAS_ASR_4511,139;66;139;56;96;198;271;236,1201,2025-09-30 02:12,2025-09-30 19:08,2025-09-30 02:19,2025-09-30 19:47,7,39,between_MAS_ASR_4511,757,65,MAS_ASR_4511,10,3,8,7,False,True,Electric,116,7,RAKE_9828,CRW_98515,True,78.4,"{'3A': 8, 'SL': 10, '2A': 2}",786,Upcoming,False,2025-09-11 18:05:31
3054264926,27549,Freight 27549,Freight,5,NZM,Hazrat Nizamuddin,BBS,Bhubaneswar,5,NZM|MFP|NGP|PURI|BBS,NZM_MFP_3109;MFP_NGP_392;NGP_PURI_6636;PURI_BBS_1360,89;228;208;120,645,2025-09-30 05:36,2025-09-30 16:02,2025-09-30 05:58,2025-09-30 16:43,22,41,between_NGP_PURI_6636,474,82,PURI_BBS_1360,10,10,2,5,False,True,Diesel,143,4,RAKE_8501,CRW_34894,True,18.0,"{'CC': 10, 'EC': 2}",786,Upcoming,False,2025-09-14 18:05:31
7470375322,57539,Goods 57539,Goods,2,MFP,Mangalore,CBE,Coimbatore,10,MFP|SBC|BBS|GHY|CNB|HWH|VSKP|BCT|HYB|CBE,MFP_SBC_9082;SBC_BBS_3114;BBS_GHY_1586;GHY_CNB_9472;CNB_HWH_3364;HWH_VSKP_6628;VSKP_BCT_7035;BCT_HYB_5823;HYB_CBE_7471,76;168;180;82;293;260;126;192;61,1438,2025-09-30 04:38,2025-10-01 01:16,2025-09-30 05:01,2025-10-01 01:42,23,26,between_VSKP_BCT_7035,350,78,SBC_BBS_3114|BBS_GHY_1586,7,2,8,6,True,False,Diesel,151,10,RAKE_9840,CRW_32743,True,57.4,"{'SL': 8, '2S': 6}",786,Upcoming,False,2025-09-12 18:05:31
9619322551,40683,Shatabdi Express 40683,Shatabdi Express,4,BPL,Bhopal Junction,NDLS,New Delhi,10,BPL|NDLS|MAS|PRYJ|VSKP|MFP|HWH|PURI|KYN|NDLS,BPL_NDLS_8913;NDLS_MAS_8033;MAS_PRYJ_2032;PRYJ_VSKP_2882;VSKP_MFP_9206;MFP_HWH_8772;HWH_PURI_4331;PURI_KYN_3624;KYN_NDLS_5614,198;152;57;236;203;152;76;83;239,1396,2025-09-30 23:47,2025-10-02 03:14,2025-10-01 00:06,2025-10-02 04:03,19,49,MAS,225,95,PURI_KYN_3624,3,9,3,7,True,True,Electric,103,5,RAKE_5247,CRW_93412,False,45.9,"{'CC': 8, 'EC': 1}",1296,Cancelled,False,2025-09-14 18:05:31
4237423673,68411,Passenger 68411,Passenger,1,CBE,Coimbatore,NDLS,New Delhi,4,CBE|CNB|MFP|NDLS,CBE_CNB_249;CNB_MFP_3040;MFP_NDLS_4573,106;278;234,618,2025-09-30 10:16,2025-09-30 20:31,2025-09-30 10:37,2025-09-30 21:32,21,61,CNB,484,112,CBE_CNB_249|CNB_MFP_3040,5,4,4,2,False,False,Electric,102,5,RAKE_8870,CRW_75755,True,60.6,"{'CC': 8, 'EC': 1}",1296,Cancelled,False,2025-09-14 18:05:31
8365182272,45220,Passenger 45220,Passenger,5,VSKP,Visakhapatnam,TVC,Trivandrum Central,4,VSKP|SUR|ASR|TVC,VSKP_SUR_8644;SUR_ASR_9667;ASR_TVC_4494,292;86;284,662,2025-09-30 09:45,2025-09-30 19:05,2025-09-30 10:03,2025-09-30 19:41,18,36,between_ASR_TVC_4494,352,117,ASR_TVC_4494|SUR_ASR_9667,9,2,8,3,True,True,Electric,151,5,RAKE_9938,CRW_56369,False,8.4,"{'2A': 6, '3A': 10}",1296,Completed,False,2025-09-14 18:05:31
6483366102,31634,Superfast Express 31634,Superfast Express,5,NDLS,New Delhi,JP,Jaipur,9,NDLS|BCT|CNB|TVC|BBS|CBE|JP|SBC|JP,NDLS_BCT_2526;BCT_CNB_6633;CNB_TVC_8115;TVC_BBS_8435;BBS_CBE_3418;CBE_JP_5877;JP_SBC_5957;SBC_JP_7624,138;144;243;94;212;78;183;147,1239,2025-09-30 14:05,2025-10-01 04:03,2025-09-30 14:10,2025-10-01 04:12,5,9,between_TVC_BBS_8435,670,110,JP_SBC_5957,4,7,5,6,True,True,Electric,128,9,RAKE_2781,CRW_80397,False,64.1,"{'CC': 10, 'EC': 2}",816,Upcoming,False,2025-09-13 18:05:31
6378566432,72213,Superfast Express 72213,Superfast Express,3,BCT,Mumbai CSMT,MDU,Madurai,12,BCT|HWH|KYN|LKO|BPL|PURI|CNB|JP|NDLS|MAS|GHY|MDU,BCT_HWH_1320;HWH_KYN_911;KYN_LKO_3750;LKO_BPL_4947;BPL_PURI_7645;PURI_CNB_1910;CNB_JP_227;JP_NDLS_6518;NDLS_MAS_8359;MAS_GHY_8929;GHY_MDU_9292,300;295;263;269;106;91;188;137;78;294;228,2249,2025-09-30 07:36,2025-10-02 02:08,2025-09-30 07:38,2025-10-02 02:14,2,6,between_HWH_KYN_911,781,116,NDLS_MAS_8359,2,11,4,7,True,True,Electric,110,8,RAKE_2016,CRW_93422,False,65.5,"{'CC': 8, 'EC': 1}",1224,Completed,False,2025-09-15 18:05:31
8589895047,45973,Rajdhani Express 45973,Rajdhani Express,5,BPL,Bhopal Junction,BCT,Mumbai CSMT,9,BPL|SUR|GHY|TVC|NDLS|LKO|MAS|BBS|BCT,BPL_SUR_235;SUR_GHY_5337;GHY_TVC_1636;TVC_NDLS_7218;NDLS_LKO_3851;LKO_MAS_6515;MAS_BBS_8846;BBS_BCT_6980,196;289;204;67;82;190;156;175,1359,2025-09-30 12:58,2025-10-01 07:32,2025-09-30 13:23,2025-10-01 08:16,25,44,between_BPL_SUR_235,138,127,BPL_SUR_235|NDLS_LKO_3851|LKO_MAS_6515,3,7,4,5,False,True,Diesel,98,6,RAKE_3462,CRW_95112,True,9.2,"{'2A': 6, '3A': 10}",786,Cancelled,False,2025-09-11 18:05:31
7848872882,82996,Tejas Express 82996,Tejas Express,3,NZM,Hazrat Nizamuddin,KYN,Kalyan,5,NZM|BCT|CBE|PURI|KYN,NZM_BCT_2555;BCT_CBE_8766;CBE_PURI_3334;PURI_KYN_3987,143;115;144;123,525,2025-09-30 22:48,2025-10-01 05:09,2025-09-30 22:49,2025-10-01 05:22,1,13,between_NZM_BCT_2555,268,108,BCT_CBE_8766|PURI_KYN_3987,3,6,3,2,True,True,Electric,117,4,RAKE_9704,CRW_70336,False,64.3,"{'3A': 6, 'SL': 12}",786,Running,False,2025-09-11 18:05:31
7780832838,39549,Shatabdi Express 39549,Shatabdi Express,5,TVC,Trivandrum Central,ASR,Amritsar,5,TVC|HWH|PRYJ|NGP|ASR,TVC_HWH_9177;HWH_PRYJ_7513;PRYJ_NGP_5039;NGP_ASR_4500,188;220;143;198,749,2025-09-30 09:58,2025-09-30 22:02,2025-09-30 09:56,2025-09-30 21:50,-2,-12,between_TVC_HWH_9177,533,112,TVC_HWH_9177|HWH_PRYJ_7513|PRYJ_NGP_5039,8,1,2,5,False,True,Diesel,106,6,RAKE_9846,CRW_68662,True,55.0,"{'3A': 8, 'SL': 10, '2A': 2}",1224,Running,False,2025-09-15 18:05:31
1581142071,38505,Superfast Express 38505,Superfast Express,5,LKO,Lucknow,SBC,Bengaluru,5,LKO|TVC|HYB|NDLS|SBC,LKO_TVC_2003;TVC_HYB_996;HYB_NDLS_3292;NDLS_SBC_3558,158;120;100;110,488,2025-09-30 23:41,2025-10-01 08:56,2025-10-01 00:08,2025-10-01 09:26,27,30,between_LKO_TVC_2003,333,80,LKO_TVC_2003|HYB_NDLS_3292,8,3,6,7,True,True,Diesel,92,5,RAKE_5552,CRW_98258,False,17.2,"{'3A': 6, 'SL': 12}",786,Upcoming,False,2025-09-14 18:05:31
8623935445,38524,Passenger 38524,Passenger,1,BBS,Bhubaneswar,PRYJ,Prayagraj,8,BBS|NGP|PRYJ|JP|CBE|ASR|GHY|PRYJ,BBS_NGP_8606;NGP_PRYJ_7522;PRYJ_JP_8987;JP_CBE_3560;CBE_ASR_3288;ASR_GHY_1151;GHY_PRYJ_6557,201;155;167;223;222;164;85,1217,2025-09-30 12:50,2025-10-01 02:25,2025-09-30 12:48,2025-10-01 02:35,-2,10,between_ASR_GHY_1151,1079,93,CBE_ASR_3288|BBS_NGP_8606|JP_CBE_3560,8,9,2,2,True,True,Diesel,137,5,RAKE_1470,CRW_47348,False,88.6,"{'3A': 8, 'SL': 10, '2A': 2}",786,Upcoming,False,2025-09-13 18:05:31
5551860886,86283,Duronto Express 86283,Duronto Express,2,MDU,Madurai,GHY,Guwahati,10,MDU|PURI|TVC|NDLS|CBE|GHY|HWH|NZM|MFP|GHY,MDU_PURI_8270;PURI_TVC_5267;TVC_NDLS_5392;NDLS_CBE_6502;CBE_GHY_7010;GHY_HWH_4862;HWH_NZM_7644;NZM_MFP_1526;MFP_GHY_6114,244;284;177;106;274;149;144;198;99,1675,2025-09-30 20:21,2025-10-02 02:53,2025-09-30 20:20,2025-10-02 03:03,-1,10,CBE,1454,116,NDLS_CBE_6502,8,9,3,3,False,True,Electric,93,9,RAKE_6983,CRW_59449,False,80.0,"{'1A': 1, '2A': 4, '3A': 8}",786,Running,False,2025-09-12 18:05:31
9785631301,58977,Passenger 58977,Passenger,5,MFP,Mangalore,BPL,Bhopal Junction,4,MFP|CBE|SUR|BPL,MFP_CBE_9458;CBE_SUR_5326;SUR_BPL_5168,120;171;204,495,2025-09-30 09:12,2025-09-30 17:23,2025-09-30 09:27,2025-09-30 18:17,15,54,between_MFP_CBE_9458,111,94,CBE_SUR_5326|SUR_BPL_5168,12,10,7,5,False,True,Diesel,149,10,RAKE_6536,CRW_84933,False,70.9,"{'3A': 8, 'SL': 10, '2A': 2}",786,Cancelled,False,2025-09-12 18:05:31
9176460107,91801,Freight 91801,Freight,1,BCT,Mumbai CSMT,MFP,Mangalore,5,BCT|HWH|CNB|BPL|MFP,BCT_HWH_9101;HWH_CNB_1750;CNB_BPL_7212;BPL_MFP_9321,151;183;222;156,712,2025-09-30 03:37,2025-09-30 10:50,2025-09-30 03:45,2025-09-30 10:59,8,9,between_BPL_MFP_9321,380,86,BPL_MFP_9321|CNB_BPL_7212,3,2,6,5,False,False,Diesel,153,5,RAKE_1361,CRW_41369,True,2.0,"{'CC': 10, 'EC': 2}",1296,Running,False,2025-09-08 18:05:31
1616633252,45213,Superfast Express 45213,Superfast Express,5,MAS,Chennai Central,BCT,Mumbai CSMT,9,MAS|JP|PURI|SBC|MDU|BCT|NDLS|HYB|BCT,MAS_JP_4544;JP_PURI_5522;PURI_SBC_429;SBC_MDU_8131;MDU_BCT_822;BCT_NDLS_1631;NDLS_HYB_2878;HYB_BCT_9185,81;118;286;187;159;202;152;273,1458,2025-09-30 21:40,2025-10-01 21:57,2025-09-30 21:46,2025-10-01 21:55,6,-2,between_PURI_SBC_429,100,81,SBC_MDU_8131|BCT_NDLS_1631,3,2,4,8,False,True,Electric,143,10,RAKE_8619,CRW_65519,False,72.8,"{'CC': 10, 'EC': 2}",624,At Station,False,2025-09-11 18:05:31
1134497005,30032,Duronto Express 30032,Duronto Express,1,JP,Jaipur,ASR,Amritsar,7,JP|MAS|ASR|BCT|NGP|MFP|ASR,JP_MAS_453;MAS_ASR_6192;ASR_BCT_1976;BCT_NGP_1336;NGP_MFP_7963;MFP_ASR_3687,174;161;91;216;189;218,1049,2025-09-30 09:16,2025-10-01 01:59,2025-09-30 09:22,2025-10-01 02:33,6,34,between_MAS_ASR_6192,451,100,BCT_NGP_1336|MFP_ASR_3687|MAS_ASR_6192,4,5,6,2,True,False,Electric,110,8,RAKE_5155,CRW_40324,False,66.4,"{'2A': 6, '3A': 10}",1392,Completed,False,2025-09-12 18:05:31
3239756734,86517,Freight 86517,Freight,1,BPL,Bhopal Junction,JP,Jaipur,4,BPL|BBS|NZM|JP,BPL_BBS_8712;BBS_NZM_7112;NZM_JP_2562,271;157;65,493,2025-09-30 03:27,2025-09-30 10:35,2025-09-30 03:57,2025-09-30 11:25,30,50,between_NZM_JP_2562,253,123,BPL_BBS_8712,11,11,2,6,True,True,Diesel,121,7,RAKE_3132,CRW_28606,True,76.0,"{'2A': 6, '3A': 10}",624,At Station,False,2025-09-14 18:05:31
3045022553,16903,Duronto Express 16903,Duronto Express,5,NGP,Nagpur,MFP,Mangalore,11,NGP|GHY|NDLS|NZM|ASR|BPL|CNB|VSKP|SBC|LKO|MFP,NGP_GHY_8191;GHY_NDLS_8749;NDLS_NZM_6263;NZM_ASR_4068;ASR_BPL_9331;BPL_CNB_6599;CNB_VSKP_1454;VSKP_SBC_6571;SBC_LKO_5754;LKO_MFP_2914,297;273;297;213;195;255;92;133;274;84,2113,2025-09-30 07:58,2025-10-01 06:22,2025-09-30 08:01,2025-10-01 06:26,3,4,between_GHY_NDLS_8749,1380,85,NGP_GHY_8191|SBC_LKO_5754,4,5,7,8,True,False,Electric,117,5,RAKE_9818,CRW_84434,False,59.5,"{'3A': 6, 'SL': 12}",816,Running,False,2025-09-15 18:05:31
9260899160,46758,Tejas Express 46758,Tejas Express,4,PURI,Puri,CNB,Kanpur Central,8,PURI|HYB|CBE|GHY|SUR|MFP|JP|CNB,PURI_HYB_7587;HYB_CBE_6086;CBE_GHY_4936;GHY_SUR_9498;SUR_MFP_8609;MFP_JP_6954;JP_CNB_1266,190;131;178;130;292;265;299,1485,2025-09-30 22:29,2025-10-02 01:14,2025-09-30 22:29,2025-10-02 01:28,0,14,between_CBE_GHY_4936,1262,120,PURI_HYB_7587|SUR_MFP_8609|HYB_CBE_6086,6,8,7,2,False,False,Diesel,142,6,RAKE_3619,CRW_94310,False,68.4,"{'CC': 10, 'EC': 2}",1392,At Station,False,2025-09-14 18:05:31
7195486461,23197,Passenger 23197,Passenger,1,CBE,Coimbatore,BPL,Bhopal Junction,10,CBE|TVC|NGP|MAS|GHY|PURI|JP|PRYJ|VSKP|BPL,CBE_TVC_8250;TVC_NGP_4167;NGP_MAS_8125;MAS_GHY_736;GHY_PURI_283;PURI_JP_4736;JP_PRYJ_512;PRYJ_VSKP_7913;VSKP_BPL_9067,99;59;224;226;261;113;173;203;285,1643,2025-09-30 21:19,2025-10-02 00:08,2025-09-30 21:22,2025-10-02 00:44,3,36,VSKP,1633,118,TVC_NGP_4167|NGP_MAS_8125|PURI_JP_4736,3,7,7,3,True,False,Diesel,94,7,RAKE_8242,CRW_32571,False,22.1,"{'CC': 8, 'EC': 1}",1224,At Station,False,2025-09-11 18:05:31
0516533506,99344,Duronto Express 99344,Duronto Express,4,KYN,Kalyan,MAS,Chennai Central,11,KYN|MFP|CBE|TVC|NGP|SBC|NZM|BCT|CNB|SUR|MAS,KYN_MFP_3760;MFP_CBE_3853;CBE_TVC_180;TVC_NGP_3250;NGP_SBC_2997;SBC_NZM_6941;NZM_BCT_9363;BCT_CNB_8054;CNB_SUR_7921;SUR_MAS_9789,138;128;55;263;153;147;118;145;92;146,1385,2025-09-30 11:35,2025-10-01 02:22,2025-09-30 11:34,2025-10-01 02:50,-1,28,between_BCT_CNB_8054,501,94,NGP_SBC_2997|TVC_NGP_3250,5,10,6,5,False,True,Diesel,141,8,RAKE_1823,CRW_82612,True,77.1,"{'3A': 8, 'SL': 10, '2A': 2}",1392,Running,False,2025-09-10 18:05:31
3055014688,58333,Freight 58333,Freight,2,MDU,Madurai,LKO,Lucknow,9,MDU|MFP|TVC|BBS|HYB|NZM|KYN|PURI|LKO,MDU_MFP_2238;MFP_TVC_7360;TVC_BBS_3360;BBS_HYB_6384;HYB_NZM_5070;NZM_KYN_7440;KYN_PURI_5363;PURI_LKO_533,79;137;161;130;200;192;237;102,1238,2025-09-30 05:34,2025-09-30 22:59,2025-09-30 05:48,2025-09-30 23:46,14,47,between_PURI_LKO_533,1060,70,HYB_NZM_5070,4,9,8,5,False,True,Electric,100,8,RAKE_5982,CRW_57867,True,80.6,"{'3A': 6, 'SL': 12}",816,Cancelled,False,2025-09-14 18:05:31
6920651416,51728,Rajdhani Express 51728,Rajdhani Express,2,SBC,Bengaluru,CNB,Kanpur Central,4,SBC|HYB|BCT|CNB,SBC_HYB_5223;HYB_BCT_650;BCT_CNB_9279,173;263;228,664,2025-09-30 17:27,2025-10-01 04:00,2025-09-30 17:30,2025-10-01 04:15,3,15,between_SBC_HYB_5223,121,119,BCT_CNB_9279,3,1,5,8,False,False,Diesel,125,3,RAKE_9139,CRW_28506,True,67.7,"{'3A': 6, 'SL': 12}",816,Upcoming,False,2025-09-08 18:05:31
4437694249,13598,Rajdhani Express 13598,Rajdhani Express,4,LKO,Lucknow,KYN,Kalyan,7,LKO|SBC|BPL|HWH|BCT|NDLS|KYN,LKO_SBC_7098;SBC_BPL_2227;BPL_HWH_3166;HWH_BCT_2867;BCT_NDLS_9492;NDLS_KYN_7954,85;150;229;54;275;286,1079,2025-09-30 08:59,2025-10-01 03:21,2025-09-30 08:57,2025-10-01 03:13,-2,-8,between_BCT_NDLS_9492,870,125,NDLS_KYN_7954|SBC_BPL_2227|HWH_BCT_2867|BPL_HWH_3166,6,2,7,5,True,False,Electric,143,3,RAKE_3691,CRW_57766,True,54.8,"{'3A': 8, 'SL': 10, '2A': 2}",624,Running,False,2025-09-10 18:05:31
3854490494,92769,Passenger 92769,Passenger,3,NZM,Hazrat Nizamuddin,KYN,Kalyan,10,NZM|PRYJ|KYN|SUR|HYB|LKO|MDU|VSKP|ASR|KYN,NZM_PRYJ_1056;PRYJ_KYN_457;KYN_SUR_8510;SUR_HYB_6989;HYB_LKO_2018;LKO_MDU_2606;MDU_VSKP_9409;VSKP_ASR_8860;ASR_KYN_1160,227;208;63;118;262;239;52;144;221,1534,2025-09-30 18:07,2025-10-01 13:05,2025-09-30 18:04,2025-10-01 13:15,-3,10,between_HYB_LKO_2018,288,73,NZM_PRYJ_1056|MDU_VSKP_9409|KYN_SUR_8510,5,1,5,7,False,False,Electric,137,4,RAKE_1621,CRW_63869,True,9.4,"{'CC': 8, 'EC': 1}",1296,At Station,False,2025-09-14 18:05:31
2652180408,93800,Tejas Express 93800,Tejas Express,5,NDLS,New Delhi,PRYJ,Prayagraj,11,NDLS|NGP|ASR|HWH|NZM|HYB|TVC|BCT|SUR|KYN|PRYJ,NDLS_NGP_4065;NGP_ASR_3902;ASR_HWH_2592;HWH_NZM_6621;NZM_HYB_8049;HYB_TVC_7013;TVC_BCT_4019;BCT_SUR_7897;SUR_KYN_2459;KYN_PRYJ_676,113;209;172;194;288;256;134;154;122;124,1766,2025-09-30 22:02,2025-10-02 08:52,2025-09-30 22:05,2025-10-02 08:56,3,4,between_BCT_SUR_7897,1100,93,NZM_HYB_8049|NDLS_NGP_4065|HWH_NZM_6621,11,6,3,4,False,False,Electric,148,3,RAKE_6378,CRW_25536,True,64.5,"{'2A': 6, '3A': 10}",1008,Completed,False,2025-09-12 18:05:31
7499557545,11578,Passenger 11578,Passenger,5,NDLS,New Delhi,BCT,Mumbai CSMT,8,NDLS|CBE|HYB|ASR|CNB|PURI|BBS|BCT,NDLS_CBE_8908;CBE_HYB_2634;HYB_ASR_8959;ASR_CNB_1787;CNB_PURI_5203;PURI_BBS_3575;BBS_BCT_1717,157;57;103;300;221;246;128,1212,2025-09-30 10:54,2025-09-30 23:15,2025-09-30 10:57,2025-09-30 23:49,3,34,CBE,823,122,HYB_ASR_8959|CBE_HYB_2634,6,2,3,6,False,True,Diesel,155,8,RAKE_4122,CRW_73960,True,14.0,"{'3A': 8, 'SL': 10, '2A': 2}",1224,Upcoming,False,2025-09-10 18:05:31
1270686801,93988,Mail/Express 93988,Mail/Express,1,MFP,Mangalore,CBE,Coimbatore,11,MFP|VSKP|MAS|NZM|NDLS|BCT|CBE|ASR|TVC|CNB|CBE,MFP_VSKP_1553;VSKP_MAS_2773;MAS_NZM_3310;NZM_NDLS_1503;NDLS_BCT_1332;BCT_CBE_5847;CBE_ASR_5223;ASR_TVC_6998;TVC_CNB_4845;CNB_CBE_9347,162;77;69;277;143;72;176;158;127;272,1533,2025-09-30 08:00,2025-10-01 14:09,2025-09-30 08:07,2025-10-01 14:41,7,32,between_MFP_VSKP_1553,321,93,MAS_NZM_3310|CBE_ASR_5223|TVC_CNB_4845,6,8,5,3,True,False,Electric,96,3,RAKE_3022,CRW_40380,True,37.9,"{'CC': 10, 'EC': 2}",816,Running,False,2025-09-11 18:05:31
5275596604,92049,Mail/Express 92049,Mail/Express,5,SUR,Surat,CBE,Coimbatore,10,SUR|MAS|NDLS|BCT|PURI|NGP|NZM|CNB|BBS|CBE,SUR_MAS_316;MAS_NDLS_6871;NDLS_BCT_2178;BCT_PURI_9755;PURI_NGP_9093;NGP_NZM_4983;NZM_CNB_7276;CNB_BBS_226;BBS_CBE_1980,96;188;98;297;166;50;115;77;259,1346,2025-09-30 01:26,2025-09-30 17:38,2025-09-30 01:26,2025-09-30 17:51,0,13,PURI,1156,122,MAS_NDLS_6871,9,8,2,7,False,False,Electric,141,3,RAKE_4383,CRW_50723,True,74.9,"{'SL': 8, '2S': 6}",816,Cancelled,False,2025-09-12 18:05:31
4860961913,72544,Duronto Express 72544,Duronto Express,1,KYN,Kalyan,MDU,Madurai,12,KYN|BCT|NZM|SUR|MAS|CBE|MDU|PURI|NDLS|PRYJ|GHY|MDU,KYN_BCT_9974;BCT_NZM_9956;NZM_SUR_6451;SUR_MAS_2350;MAS_CBE_8816;CBE_MDU_5669;MDU_PURI_5315;PURI_NDLS_5446;NDLS_PRYJ_5390;PRYJ_GHY_5004;GHY_MDU_9846,171;73;248;133;161;119;140;194;81;240;204,1764,2025-09-30 23:43,2025-10-02 09:04,2025-09-30 23:48,2025-10-02 09:44,5,40,NDLS,1012,108,MDU_PURI_5315|PURI_NDLS_5446|KYN_BCT_9974|NZM_SUR_6451,4,10,4,2,False,False,Electric,127,8,RAKE_8320,CRW_44792,False,25.6,"{'CC': 10, 'EC': 2}",1224,Running,False,2025-09-13 18:05:31
9553292822,71596,Mail/Express 71596,Mail/Express,3,MFP,Mangalore,MDU,Madurai,4,MFP|MAS|PURI|MDU,MFP_MAS_7675;MAS_PURI_412;PURI_MDU_6556,230;135;174,539,2025-09-30 09:36,2025-09-30 18:22,2025-09-30 10:01,2025-09-30 18:37,25,15,between_PURI_MDU_6556,308,99,MFP_MAS_7675,8,5,5,2,False,False,Electric,150,8,RAKE_5732,CRW_87068,True,64.9,"{'CC': 8, 'EC': 1}",1296,Completed,False,2025-09-15 18:05:31
2133907820,72483,Duronto Express 72483,Duronto Express,5,BPL,Bhopal Junction,ASR,Amritsar,5,BPL|ASR|VSKP|BBS|ASR,BPL_ASR_9855;ASR_VSKP_7870;VSKP_BBS_2758;BBS_ASR_5442,226;268;98;246,838,2025-09-30 00:02,2025-09-30 10:21,2025-09-30 00:04,2025-09-30 10:35,2,14,BPL,800,77,VSKP_BBS_2758|BBS_ASR_5442|BPL_ASR_9855|ASR_VSKP_7870,9,8,7,6,True,True,Diesel,119,8,RAKE_1310,CRW_51966,False,96.5,"{'CC': 10, 'EC': 2}",1392,At Station,False,2025-09-13 18:05:31
